activity_id,lead_id,activity_date,activity_type,channel,outcome
T30500,L10100,2010-06-01,Call,LinkedIn,No Response
T30501,L10100,2010-07-08,Demo,Email,Positive
T30502,L10100,2010-06-11,Call,LinkedIn,Neutral
T30503,L10100,2010-06-14,Website Visit,Email,Neutral
T30504,L10100,2010-05-21,Website Visit,Email,Positive
T30505,L10101,2010-03-30,Email,Email,Negative
T30506,L10101,2010-03-30,Meeting,Phone,Positive
T30507,L10101,2010-06-17,Demo,LinkedIn,Positive
T30508,L10101,2010-06-21,Meeting,Email,Positive
T30509,L10102,2010-05-09,Meeting,Email,Neutral
T30510,L10102,2010-04-10,Meeting,LinkedIn,Neutral
T30511,L10102,2010-04-04,Demo,Email,Negative
T30512,L10102,2010-04-27,Call,Phone,Negative
T30513,L10102,2010-04-17,Call,Email,Neutral
T30514,L10102,2010-05-09,Meeting,In-person,Neutral
T30515,L10103,2010-04-04,Email,Email,Positive
T30516,L10103,2010-04-05,Email,Email,Neutral
T30517,L10103,2010-03-21,Email,Phone,Positive
T30518,L10103,2010-06-22,Website Visit,LinkedIn,Neutral
T30519,L10103,2010-05-26,Call,LinkedIn,Neutral
T30520,L10103,2010-05-15,Email,In-person,Neutral
T30521,L10103,2010-04-24,Demo,LinkedIn,Neutral
T30522,L10104,2010-04-19,Call,Email,Negative
T30523,L10104,2010-04-13,Demo,Email,Neutral
T30524,L10104,2010-06-18,Demo,LinkedIn,Neutral
T30525,L10104,2010-07-04,Demo,LinkedIn,Negative
T30526,L10104,2010-04-17,Call,LinkedIn,No Response
T30527,L10105,2010-07-16,Demo,Email,Neutral
T30528,L10105,2010-05-01,Email,In-person,Neutral
T30529,L10105,2010-07-16,Call,LinkedIn,Neutral
T30530,L10105,2010-04-21,Meeting,LinkedIn,No Response
T30531,L10105,2010-04-21,Website Visit,In-person,Neutral
T30532,L10105,2010-06-23,Call,In-person,Positive
T30533,L10106,2010-06-07,Meeting,In-person,Negative
T30534,L10106,2010-05-12,Website Visit,LinkedIn,Negative
T30535,L10106,2010-04-10,Email,Phone,No Response
T30536,L10106,2010-06-05,Email,LinkedIn,Negative
T30537,L10106,2010-05-26,Email,LinkedIn,Positive
T30538,L10106,2010-05-29,Website Visit,Email,Positive
T30539,L10106,2010-04-25,Demo,In-person,Neutral
T30540,L10107,2010-06-22,Meeting,LinkedIn,Positive
T30541,L10107,2010-06-24,Meeting,LinkedIn,Neutral
T30542,L10107,2010-05-01,Demo,Email,Neutral
T30543,L10107,2010-03-27,Email,Phone,Neutral
T30544,L10108,2010-04-04,Call,LinkedIn,Neutral
T30545,L10108,2010-07-07,Website Visit,Email,No Response
T30546,L10108,2010-07-19,Email,Phone,Positive
T30547,L10109,2010-04-17,Meeting,LinkedIn,No Response
T30548,L10109,2010-06-01,Demo,In-person,Positive
T30549,L10109,2010-07-18,Demo,Phone,Neutral
T30550,L10110,2010-04-20,Demo,LinkedIn,Neutral
T30551,L10110,2010-05-24,Demo,LinkedIn,Neutral
T30552,L10110,2010-06-04,Website Visit,In-person,No Response
T30553,L10110,2010-03-28,Email,Phone,No Response
T30554,L10111,2010-07-01,Email,Email,Neutral
T30555,L10111,2010-04-14,Email,In-person,Neutral
T30556,L10111,2010-04-24,Email,LinkedIn,Positive
T30557,L10112,2010-03-27,Call,In-person,Positive
T30558,L10112,2010-05-19,Demo,LinkedIn,Positive
T30559,L10112,2010-04-09,Demo,In-person,Negative
T30560,L10112,2010-06-15,Call,In-person,No Response
T30561,L10112,2010-06-18,Call,Phone,Neutral
T30562,L10112,2010-06-02,Website Visit,Phone,No Response
T30563,L10112,2010-06-16,Email,Email,Neutral
T30564,L10112,2010-03-28,Demo,LinkedIn,Positive
T30565,L10113,2010-03-28,Meeting,Phone,Neutral
T30566,L10113,2010-06-07,Demo,In-person,No Response
T30567,L10113,2010-04-05,Email,Email,No Response
T30568,L10113,2010-05-30,Meeting,LinkedIn,Positive
T30569,L10114,2010-06-13,Meeting,LinkedIn,Positive
T30570,L10114,2010-04-16,Website Visit,In-person,Negative
T30571,L10114,2010-05-26,Website Visit,Phone,Negative
T30572,L10115,2010-06-09,Email,Email,No Response
T30573,L10115,2010-05-23,Email,LinkedIn,Neutral
T30574,L10115,2010-06-08,Call,In-person,No Response
T30575,L10115,2010-06-01,Meeting,LinkedIn,Positive
T30576,L10115,2010-07-13,Demo,Phone,Positive
T30577,L10115,2010-05-02,Website Visit,LinkedIn,Neutral
T30578,L10115,2010-06-02,Meeting,Phone,Positive
T30579,L10116,2010-07-17,Email,LinkedIn,No Response
T30580,L10116,2010-04-29,Demo,Email,Positive
T30581,L10116,2010-07-18,Call,Phone,No Response
T30582,L10117,2010-05-13,Demo,Email,No Response
T30583,L10117,2010-05-31,Email,LinkedIn,Positive
T30584,L10117,2010-07-05,Email,In-person,No Response
T30585,L10117,2010-05-03,Meeting,Phone,No Response
T30586,L10117,2010-07-02,Meeting,Email,No Response
T30587,L10117,2010-05-08,Demo,LinkedIn,Neutral
T30588,L10118,2010-06-02,Website Visit,In-person,Positive
T30589,L10118,2010-05-09,Demo,Email,No Response
T30590,L10118,2010-04-30,Meeting,LinkedIn,No Response
T30591,L10119,2010-05-20,Website Visit,In-person,Neutral
T30592,L10119,2010-04-04,Email,Phone,Neutral
T30593,L10119,2010-07-07,Meeting,LinkedIn,No Response
T30594,L10119,2010-06-08,Website Visit,LinkedIn,Neutral
T30595,L10120,2010-03-30,Call,Email,Positive
T30596,L10120,2010-07-27,Meeting,Phone,Negative
T30597,L10120,2010-04-13,Demo,LinkedIn,Negative
T30598,L10121,2010-04-17,Website Visit,In-person,Neutral
T30599,L10121,2010-07-05,Call,LinkedIn,Positive
T30600,L10121,2010-07-16,Meeting,Email,Neutral
T30601,L10121,2010-04-04,Meeting,Phone,Neutral
T30602,L10121,2010-07-23,Call,Email,Positive
T30603,L10122,2010-05-22,Demo,LinkedIn,Positive
T30604,L10122,2010-04-13,Website Visit,Phone,Negative
T30605,L10122,2010-05-08,Meeting,Phone,No Response
T30606,L10123,2010-04-19,Website Visit,Email,Positive
T30607,L10123,2010-05-24,Email,In-person,Negative
T30608,L10123,2010-05-26,Demo,Email,Neutral
T30609,L10123,2010-05-07,Email,LinkedIn,Neutral
T30610,L10124,2010-04-04,Meeting,Phone,Negative
T30611,L10124,2010-07-08,Email,LinkedIn,Negative
T30612,L10124,2010-04-07,Call,In-person,Neutral
T30613,L10124,2010-04-05,Meeting,In-person,Positive
T30614,L10125,2010-05-26,Demo,In-person,No Response
T30615,L10125,2010-06-29,Call,LinkedIn,No Response
T30616,L10125,2010-07-29,Demo,LinkedIn,Positive
T30617,L10125,2010-04-23,Meeting,In-person,No Response
T30618,L10126,2010-07-10,Meeting,Phone,Neutral
T30619,L10126,2010-04-10,Email,LinkedIn,Positive
T30620,L10126,2010-05-03,Meeting,Email,Negative
T30621,L10126,2010-06-02,Email,In-person,Negative
T30622,L10127,2010-04-29,Meeting,LinkedIn,Positive
T30623,L10127,2010-04-03,Meeting,LinkedIn,Negative
T30624,L10127,2010-06-01,Demo,LinkedIn,Neutral
T30625,L10127,2010-04-02,Demo,LinkedIn,No Response
T30626,L10127,2010-07-26,Meeting,LinkedIn,Positive
T30627,L10127,2010-04-30,Call,In-person,Neutral
T30628,L10127,2010-07-18,Meeting,In-person,Neutral
T30629,L10128,2010-05-10,Email,LinkedIn,Positive
T30630,L10128,2010-05-12,Meeting,Email,Neutral
T30631,L10128,2010-05-12,Meeting,Phone,Neutral
T30632,L10128,2010-06-19,Call,In-person,Positive
T30633,L10128,2010-04-10,Email,In-person,Positive
T30634,L10128,2010-06-06,Meeting,Email,No Response
T30635,L10129,2010-05-13,Website Visit,In-person,No Response
T30636,L10130,2010-04-21,Email,Email,No Response
T30637,L10130,2010-04-24,Website Visit,LinkedIn,Neutral
T30638,L10130,2010-05-18,Demo,Phone,No Response
T30639,L10130,2010-05-24,Meeting,Phone,Negative
T30640,L10130,2010-07-17,Call,Phone,Neutral
T30641,L10131,2010-06-25,Email,Email,Positive
T30642,L10131,2010-05-28,Call,LinkedIn,No Response
T30643,L10131,2010-04-19,Email,Phone,Positive
T30644,L10131,2010-07-20,Meeting,Phone,Neutral
T30645,L10131,2010-05-25,Demo,LinkedIn,Positive
T30646,L10132,2010-06-08,Email,LinkedIn,Negative
T30647,L10132,2010-07-14,Call,Phone,Negative
T30648,L10132,2010-05-15,Demo,In-person,Negative
T30649,L10132,2010-06-20,Call,In-person,Positive
T30650,L10132,2010-07-15,Call,LinkedIn,Positive
T30651,L10132,2010-06-17,Website Visit,LinkedIn,No Response
T30652,L10132,2010-05-31,Email,In-person,Neutral
T30653,L10133,2010-05-22,Website Visit,Phone,Neutral
T30654,L10133,2010-05-27,Call,In-person,Negative
T30655,L10133,2010-07-01,Email,In-person,Negative
T30656,L10133,2010-05-17,Email,LinkedIn,Neutral
T30657,L10133,2010-07-09,Website Visit,In-person,Positive
T30658,L10133,2010-05-20,Email,Phone,Positive
T30659,L10133,2010-04-25,Meeting,Phone,No Response
T30660,L10133,2010-07-11,Call,Email,Negative
T30661,L10133,2010-07-10,Email,LinkedIn,No Response
T30662,L10133,2010-05-12,Meeting,Email,No Response
T30663,L10133,2010-04-23,Demo,Email,Negative
T30664,L10133,2010-06-08,Call,LinkedIn,Neutral
T30665,L10133,2010-05-12,Demo,LinkedIn,Neutral
T30666,L10133,2010-04-17,Call,Phone,Negative
T30667,L10134,2010-06-26,Website Visit,In-person,Negative
T30668,L10134,2010-04-16,Email,Phone,No Response
T30669,L10134,2010-07-14,Demo,In-person,Positive
T30670,L10135,2010-07-09,Call,LinkedIn,Positive
T30671,L10135,2010-04-12,Call,LinkedIn,No Response
T30672,L10135,2010-06-07,Demo,LinkedIn,Positive
T30673,L10135,2010-07-15,Email,In-person,Positive
T30674,L10136,2010-06-29,Email,In-person,Negative
T30675,L10136,2010-07-04,Email,LinkedIn,Positive
T30676,L10136,2010-04-20,Demo,LinkedIn,No Response
T30677,L10136,2010-07-31,Call,LinkedIn,Positive
T30678,L10136,2010-07-25,Meeting,Email,Neutral
T30679,L10136,2010-06-13,Meeting,Phone,Positive
T30680,L10137,2010-05-03,Website Visit,Phone,Positive
T30681,L10137,2010-06-03,Call,Email,Negative
T30682,L10137,2010-07-10,Demo,In-person,Neutral
T30683,L10137,2010-07-10,Demo,Phone,Neutral
T30684,L10138,2010-06-01,Email,In-person,Positive
T30685,L10138,2010-06-19,Demo,In-person,Positive
T30686,L10138,2010-04-21,Meeting,LinkedIn,Neutral
T30687,L10138,2010-06-24,Website Visit,Email,No Response
T30688,L10139,2010-04-09,Meeting,In-person,Positive
T30689,L10139,2010-07-15,Website Visit,Phone,No Response
T30690,L10139,2010-07-12,Website Visit,Phone,No Response
T30691,L10139,2010-07-02,Email,Phone,Positive
T30692,L10139,2010-07-01,Meeting,LinkedIn,Neutral
T30693,L10140,2010-06-03,Call,In-person,Negative
T30694,L10140,2010-06-06,Call,Email,Negative
T30695,L10141,2010-07-13,Demo,Email,Negative
T30696,L10141,2010-06-01,Call,Email,Neutral
T30697,L10141,2010-07-20,Call,LinkedIn,No Response
T30698,L10141,2010-05-21,Email,Email,Neutral
T30699,L10141,2010-06-15,Meeting,Phone,No Response
T30700,L10141,2010-04-24,Email,In-person,Positive
T30701,L10141,2010-07-09,Email,LinkedIn,Negative
T30702,L10141,2010-07-02,Meeting,Phone,Neutral
T30703,L10141,2010-05-31,Demo,Email,Neutral
T30704,L10142,2010-07-11,Email,Email,Negative
T30705,L10142,2010-04-27,Demo,In-person,No Response
T30706,L10142,2010-05-24,Website Visit,In-person,No Response
T30707,L10142,2010-05-20,Email,In-person,Neutral
T30708,L10142,2010-04-25,Website Visit,Email,Neutral
T30709,L10142,2010-07-19,Meeting,LinkedIn,Positive
T30710,L10142,2010-04-26,Demo,LinkedIn,Positive
T30711,L10142,2010-05-24,Call,Email,No Response
T30712,L10142,2010-07-23,Meeting,In-person,Neutral
T30713,L10143,2010-05-08,Email,Phone,Negative
T30714,L10143,2010-05-08,Demo,Phone,No Response
T30715,L10143,2010-06-27,Meeting,Email,Positive
T30716,L99999,2010-08-04,Meeting,Phone,Neutral
T30717,L10143,2010-05-13,Website Visit,Phone,Neutral
T30718,L10143,2010-06-08,Email,In-person,No Response
T30719,L10144,2010-05-19,Website Visit,Email,Positive
T30720,L10144,2010-06-22,Meeting,In-person,Neutral
T30721,L10144,2010-08-05,Demo,LinkedIn,Neutral
T30722,L10144,2010-04-27,Website Visit,LinkedIn,Positive
T30723,L10144,2010-07-14,Demo,Phone,Positive
T30724,L10145,2010-07-10,Call,Email,Positive
T30725,L10145,2010-08-04,Email,Phone,Negative
T30726,L10145,2010-06-25,Demo,Email,Neutral
T30727,L10145,2010-06-12,Meeting,LinkedIn,Positive
T30728,L10145,2010-06-07,Website Visit,Phone,Neutral
T30729,L10145,2010-05-21,Meeting,Phone,Positive
T30730,L10145,2010-04-18,Meeting,Phone,Positive
T30731,L10146,2010-06-23,Website Visit,In-person,Negative
T30732,L10146,2010-05-10,Website Visit,Email,Negative
T30733,L10147,2010-04-25,Meeting,In-person,Negative
T30734,L10147,2010-06-06,Email,LinkedIn,Neutral
T30735,L10147,2010-05-14,Call,Phone,Neutral
T30736,L10147,2010-05-29,Call,Phone,Positive
T30737,L10147,2010-07-12,Website Visit,In-person,No Response
T30738,L10148,2010-04-30,Website Visit,Phone,Neutral
T30739,L10148,2010-05-07,Website Visit,LinkedIn,Positive
T30740,L10149,2010-05-05,Website Visit,LinkedIn,Neutral
T30741,L10149,2010-05-04,Call,Phone,No Response
T30742,L10149,2010-06-21,Email,LinkedIn,No Response
T30743,L10149,2010-07-12,Website Visit,In-person,Neutral
T30744,L10149,2010-05-04,Demo,Phone,No Response
T30745,L10150,2010-05-26,Website Visit,Email,Negative
T30746,L10150,2010-07-20,Meeting,Phone,Neutral
T30747,L10150,2010-07-13,Meeting,Email,Positive
T30748,L10151,2010-06-25,Demo,In-person,Negative
T30749,L10151,2010-07-03,Website Visit,In-person,Positive
T30750,L10151,2010-07-21,Call,Phone,Neutral
T30751,L10152,2010-07-20,Website Visit,Phone,No Response
T30752,L10152,2010-07-07,Website Visit,Email,Positive
T30753,L10152,2010-07-16,Website Visit,In-person,Positive
T30754,L10152,2010-08-07,Meeting,Email,No Response
T30755,L10152,2010-06-16,Demo,Email,Positive
T30756,L10153,2010-05-18,Website Visit,Phone,No Response
T30757,L10153,2010-05-14,Meeting,Email,No Response
T30758,L10153,2010-05-19,Meeting,Phone,Negative
T30759,L10154,2010-07-17,Website Visit,LinkedIn,Negative
T30760,L10154,2010-06-07,Meeting,Email,Positive
T30761,L10154,2010-06-26,Email,LinkedIn,No Response
T30762,L10154,2010-07-12,Meeting,In-person,Neutral
T30763,L10154,2010-05-07,Website Visit,LinkedIn,Negative
T30764,L10154,2010-06-18,Website Visit,Email,Positive
T30765,L10154,2010-05-08,Meeting,LinkedIn,No Response
T30766,L10154,2010-05-13,Meeting,Phone,Negative
T30767,L10155,2010-05-13,Email,Phone,Neutral
T30768,L10155,2010-05-27,Meeting,In-person,Neutral
T30769,L10155,2010-06-14,Email,Email,Positive
T30770,L10155,2010-08-04,Meeting,Email,Negative
T30771,L10155,2010-05-20,Email,In-person,Negative
T30772,L10156,2010-05-21,Email,In-person,Neutral
T30773,L10156,2010-07-29,Demo,In-person,Positive
T30774,L10156,2010-05-28,Demo,In-person,Positive
T30775,L10156,2010-06-03,Email,In-person,Positive
T30776,L10156,2010-07-17,Demo,In-person,No Response
T30777,L10157,2010-05-09,Email,LinkedIn,Neutral
T30778,L10157,2010-07-17,Meeting,LinkedIn,No Response
T30779,L10157,2010-06-19,Demo,In-person,Neutral
T30780,L10157,2010-04-21,Email,In-person,Neutral
T30781,L10157,2010-07-02,Call,Email,Positive
T30782,L10157,2010-07-02,Call,Email,Neutral
T30783,L10158,2010-05-29,Call,LinkedIn,Negative
T30784,L10158,2010-05-03,Call,LinkedIn,No Response
T30785,L10159,2010-06-04,Demo,Email,Negative
T30786,L10159,2010-06-09,Meeting,Email,Negative
T30787,L10159,2010-08-18,Website Visit,Phone,No Response
T30788,L10160,2010-05-08,Meeting,In-person,No Response
T30789,L10160,2010-08-16,Email,Email,Neutral
T30790,L10160,2010-08-18,Email,Email,Positive
T30791,L99999,2010-05-14,Demo,Email,Neutral
T30792,L10160,2010-07-05,Email,Email,No Response
T30793,L10161,2010-05-25,Meeting,LinkedIn,Neutral
T30794,L10161,2010-05-31,Website Visit,Phone,Neutral
T30795,L10161,2010-07-16,Demo,Phone,Negative
T30796,L99999,2010-06-09,Email,Phone,Neutral
T30797,L10161,2010-07-31,Meeting,In-person,Negative
T30798,L10161,2010-05-07,Call,Phone,No Response
T30799,L10161,2010-08-12,Website Visit,LinkedIn,No Response
T30800,L10161,2010-04-29,Meeting,Phone,Negative
T30801,L10161,2010-05-28,Meeting,Phone,Neutral
T30802,L10162,2010-05-08,Email,Phone,Neutral
T30803,L10162,2010-05-04,Email,LinkedIn,Neutral
T30804,L10162,2010-05-21,Demo,Phone,Negative
T30805,L10162,2010-08-17,Meeting,Email,Positive
T30806,L10162,2010-06-07,Meeting,In-person,Positive
T30807,L10162,2010-05-02,Meeting,Phone,Positive
T30808,L10162,2010-08-03,Demo,In-person,Negative
T30809,L10162,2010-07-26,Call,LinkedIn,Neutral
T30810,L10163,2010-06-25,Website Visit,LinkedIn,Neutral
T30811,L10163,2010-08-22,Meeting,In-person,No Response
T30812,L10163,2010-05-04,Demo,Phone,No Response
T30813,L10163,2010-07-22,Demo,Phone,Neutral
T30814,L10163,2010-05-20,Meeting,Email,No Response
T30815,L10163,2010-07-31,Meeting,In-person,Neutral
T30816,L10164,2010-08-02,Meeting,Phone,Positive
T30817,L10164,2010-06-17,Demo,Email,Positive
T30818,L10164,2010-07-14,Demo,Phone,Neutral
T30819,L10164,2010-04-30,Website Visit,LinkedIn,Neutral
T30820,L10164,2010-07-11,Website Visit,Phone,No Response
T30821,L10165,2010-07-29,Call,LinkedIn,No Response
T30822,L10166,2010-05-26,Meeting,In-person,Negative
T30823,L10166,2010-07-30,Call,Email,Neutral
T30824,L10166,2010-05-29,Call,Email,Positive
T30825,L10166,2010-07-25,Demo,Phone,Positive
T30826,L10166,2010-04-28,Demo,In-person,Positive
T30827,L10166,2010-07-07,Call,In-person,No Response
T30828,L10166,2010-06-29,Call,In-person,Positive
T30829,L10167,2010-06-02,Demo,Email,Negative
T30830,L10167,2010-07-21,Call,Email,Positive
T30831,L10167,2010-07-21,Call,Phone,Positive
T30832,L10167,2010-07-03,Email,Phone,Positive
T30833,L10168,2010-06-13,Website Visit,LinkedIn,Neutral
T30834,L10168,2010-05-27,Demo,LinkedIn,Neutral
T30835,L10168,2010-07-11,Meeting,Email,Positive
T30836,L10168,2010-06-24,Website Visit,Phone,Positive
T30837,L10168,2010-05-18,Email,In-person,No Response
T30838,L10168,2010-08-12,Call,In-person,Positive
T30839,L10168,2010-07-19,Meeting,In-person,Negative
T30840,L10168,2010-06-21,Call,In-person,Positive
T30841,L10169,2010-08-17,Website Visit,In-person,Negative
T30842,L10169,2010-06-07,Website Visit,Phone,Positive
T30843,L10169,2010-07-24,Website Visit,LinkedIn,Positive
T30844,L10169,2010-06-25,Website Visit,Phone,Negative
T30845,L10170,2010-05-31,Email,Email,No Response
T30846,L10170,2010-06-19,Call,Phone,No Response
T30847,L10170,2010-06-03,Email,LinkedIn,Neutral
T30848,L10171,2010-05-07,Meeting,LinkedIn,Positive
T30849,L10171,2010-05-25,Website Visit,LinkedIn,No Response
T30850,L10171,2010-05-17,Email,LinkedIn,Neutral
T30851,L10171,2010-06-07,Meeting,LinkedIn,Positive
T30852,L10172,2010-08-22,Email,Email,Neutral
T30853,L10172,2010-06-13,Meeting,In-person,Positive
T30854,L10172,2010-07-08,Email,LinkedIn,No Response
T30855,L10173,2010-06-25,Meeting,In-person,Positive
T30856,L10173,2010-07-22,Call,In-person,Neutral
T30857,L10173,2010-07-10,Website Visit,Email,Negative
T30858,L10173,2010-06-20,Website Visit,Phone,Positive
T30859,L10174,2010-07-10,Email,Phone,Negative
T30860,L10174,2010-05-20,Website Visit,In-person,Negative
T30861,L10174,2010-05-12,Meeting,Phone,Negative
T30862,L10174,2010-07-25,Meeting,LinkedIn,Positive
T30863,L10174,2010-05-26,Website Visit,LinkedIn,Positive
T30864,L10174,2010-07-18,Website Visit,LinkedIn,No Response
T30865,L10175,2010-07-08,Meeting,Phone,Neutral
T30866,L10175,2010-08-17,Demo,LinkedIn,Neutral
T30867,L10175,2010-07-11,Call,Phone,No Response
T30868,L10175,2010-07-23,Meeting,Email,Neutral
T30869,L10175,2010-06-15,Meeting,In-person,Negative
T30870,L10175,2010-08-17,Email,In-person,No Response
T30871,L10176,2010-06-19,Meeting,LinkedIn,Negative
T30872,L10176,2010-08-16,Website Visit,LinkedIn,Negative
T30873,L10176,2010-07-31,Website Visit,In-person,Negative
T30874,L10176,2010-07-29,Meeting,In-person,No Response
T30875,L10176,2010-07-28,Website Visit,In-person,Positive
T30876,L10176,2010-05-29,Meeting,Email,Neutral
T30877,L10176,2010-08-23,Email,Email,Neutral
T30878,L10176,2010-08-10,Website Visit,Phone,Positive
T30879,L10177,2010-05-12,Meeting,In-person,Positive
T30880,L10177,2010-06-11,Demo,Email,No Response
T30881,L10177,2010-06-02,Call,Email,Negative
T30882,L10177,2010-07-25,Demo,Email,Negative
T30883,L10177,2010-06-22,Meeting,Email,No Response
T30884,L10177,2010-05-16,Website Visit,Email,Neutral
T30885,L10178,2010-07-04,Call,LinkedIn,Positive
T30886,L10178,2010-05-14,Call,Phone,Positive
T30887,L10178,2010-06-10,Meeting,LinkedIn,Positive
T30888,L10178,2010-08-24,Call,Email,No Response
T30889,L10178,2010-08-16,Call,In-person,Negative
T30890,L10178,2010-06-15,Demo,In-person,Positive
T30891,L10179,2010-06-27,Demo,Email,Positive
T30892,L10179,2010-06-10,Website Visit,LinkedIn,Neutral
T30893,L10179,2010-05-09,Website Visit,Phone,Positive
T30894,L10179,2010-09-03,Demo,LinkedIn,Negative
T30895,L10179,2010-06-09,Email,In-person,Negative
T30896,L10180,2010-06-22,Email,Phone,Neutral
T30897,L10180,2010-07-21,Call,LinkedIn,Neutral
T30898,L10180,2010-07-24,Website Visit,In-person,Positive
T30899,L10181,2010-07-21,Meeting,Phone,Negative
T30900,L10181,2010-05-21,Demo,In-person,Neutral
T30901,L10181,2010-07-14,Demo,LinkedIn,No Response
T30902,L10181,2010-06-20,Call,In-person,No Response
T30903,L10181,2010-06-05,Meeting,Phone,Neutral
T30904,L10181,2010-08-24,Email,LinkedIn,Neutral
